representative,transaction_date,ticker,asset_description,amount,type
Hon. Dean Phillips,2020-01-09,NSRGY,Nestle SA Sponsored ADR Representing Registered Shares Series B,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-14,NTRS,Northern Trust Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-15,NTRS,Northern Trust Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-10,PEP,"Pepsico, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-09,PPG,"PPG Industries, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-08,PPG,"PPG Industries, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-17,DGX,Quest Diagnostics Incorporated,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-08,LUV,Southwest Airlines Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-09,LUV,Southwest Airlines Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-08,SWK,"Stanley Black & Decker, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-10,SWK,"Stanley Black & Decker, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-13,SWK,"Stanley Black & Decker, Inc.","$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-01-22,SYF,Synchrony Financial,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-01-15,TJX,"TJX Companies, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-15,WFC,Wells Fargo & Company,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-01-15,WFC,Wells Fargo & Company,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-01-17,DEACU,Diamond Eagle Acquisition Corp. - unit,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-01-17,SH,ProShares Short S&P500,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-01-17,DEACU,Diamond Eagle Acquisition Corp. - unit,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-03,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-08-03,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-08-03,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-08-03,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-08-06,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-08-04,DECK,Deckers Outdoor Corporation,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-02,DECK,Deckers Outdoor Corporation,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-05,DECK,Deckers Outdoor Corporation,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-23,BKNG,Booking Holdings Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-23,GM,General Motors Company,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-08-23,BKNG,Booking Holdings Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-23,GM,General Motors Company,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-08-23,BKNG,Booking Holdings Inc,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2021-08-23,GM,General Motors Company,"$15,001 - $50,000",sale_full
Hon. Alan S. Lowenthal,2021-08-24,TMUS,T-Mobile USA,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2021-09-08,VMW,VMWare Inc,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2022-04-07,IFF,International Flavors & Fragrances Inc,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,ALB,Albemarle Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,ADS,Alliance data Systems Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,"$15,001 - $50,000",sale_full
Hon. Gilbert Cisneros,2019-12-24,CMD,Cantel Medical Corp.,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,CBS,CBS Corporation Class B,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,CENT,Central Garden & Pet Company,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,CHUY,"Chuy's Holdings, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-04,CMPR,Cimpress PLC - Ordinary Shares,"$1,001 - $15,000",exchange
Hon. Gilbert Cisneros,2019-12-12,CNS,Cohen & Steers Inc,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,CL,Colgate-Palmolive Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-30,CMP,Compass Minerals Intl Inc,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,CTVA,"Corteva, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,COTY,Coty Inc. Class a,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-06,DD,"DuPont de Nemours, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,DXC,DXC Technology Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-06,EXPE,"Expedia Group, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,FDX,FedEx Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-24,FLEX,Flex Ltd. - Ordinary Shares,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-06,FOXA,Fox Corporation - Class a,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-06,FCX,"Freeport-McMoRan, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-06,GE,General Electric Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-24,GDDY,Godaddy Inc. Class a,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-30,GDDY,Godaddy Inc. Class a,"$15,001 - $50,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,INTU,Intuit Inc.,"$15,001 - $50,000",sale_partial
Hon. Gilbert Cisneros,2019-12-24,INTU,Intuit Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-26,INTU,Intuit Inc.,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2019-12-06,IVZ,Invesco Ltd,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-06,KSS,Kohl's Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,MAC,Macerich Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-30,MTSI,"MACOM Technology Solutions Holdings, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,M,Macy's Inc,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,EBSB,"Meridian Bancorp, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,MOS,Mosaic Company,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-24,MSCI,MSCI Inc,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,MYL,Mylan N.V.,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,NLSN,Nielsen N.V. Ordinary Shares,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,JWN,"Nordstrom, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-30,PPBI,Pacific Premier Bancorp Inc,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-12,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-30,PLNT,"Planet Fitness, Inc.","$15,001 - $50,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,POL,Polyone Corporation,"$15,001 - $50,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,ROKU,"Roku, Inc. - Class A","$15,001 - $50,000",sale_full
Hon. Gilbert Cisneros,2019-12-12,RHP,"Ryman Hospitality Properties, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-30,SEE,Sealed air Corporation,"$15,001 - $50,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,SPG,"Simon Property Group, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-24,SITE,"Siteone Landscape Supply, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-30,SQ,"Square, Inc. Class A","$15,001 - $50,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,KHC,The Kraft Heinz Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-30,TCOM,Trip.com Group Limited - American Depositary Shares,"$15,001 - $50,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,TWTR,"Twitter, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-30,UBSI,"United Bankshares, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-24,ECOL,"US Ecology, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-24,VCYT,"Veracyte, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-12,VCYT,"Veracyte, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-06,VIAB,Viacom Inc. - Class B,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2019-12-06,WBA,"Walgreens Boots alliance, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-12,WDFC,Wd-40 Company,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2019-12-06,WFC,Wells Fargo & Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2019-12-12,WMGI,Wright Medical Group N.V. - Ordinary Shares,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,MMM,3M Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-09,ABMD,"AbIoMEd, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,AGN,Allergan plc Ordinary Shares,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-09,AMZN,"Amazon.com, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-23,ABCB,Ameris Bancorp,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-01,AON,Aon plc Class A Ordinary Shares,"$15,001 - $50,000",exchange
Hon. Gilbert Cisneros,2020-04-30,ATRC,"AtriCure, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,BIIB,Biogen Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,BA,Boeing Company,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,BXP,"Boston Properties, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,CACI,"CaCI International, Inc. Class A","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-28,KMX,CarMax Inc,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,KMX,CarMax Inc,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-03,CARR,Carrier Global Corporation,"$1,001 - $15,000",exchange
Hon. Gilbert Cisneros,2020-04-16,CBOE,"Cboe Global Markets, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,CBOE,"Cboe Global Markets, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,CNC,Centene Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,CTL,"CenturyLink, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,CF,"CF Industries Holdings, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,CB,Chubb Limited,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-07,CHDN,"Churchill Downs, Incorporated","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,C,"Citigroup, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,CL,Colgate-Palmolive Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,CMCSA,Comcast Corporation - Class A,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,GLW,Corning Incorporated,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,D,"Dominion Energy, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,DOW,Dow Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,DD,"DuPont de Nemours, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-23,ENTG,"Entegris, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,FRC,FIRST REPUBLIC baNK,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,F,Ford Motor Company,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,BEN,"Franklin Resources, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,FCX,"Freeport-McMoRan, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,GE,General Electric Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,GS,"Goldman Sachs Group, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,HRB,"H&R Block, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,HOG,"Harley-Davidson, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-07,HQY,"HealthEquity, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-23,ICFI,"ICF International, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-09,IDXX,"IdEXX Laboratories, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,IBM,International Business Machines Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,IP,International Paper Company,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,IPG,"Interpublic Group of Companies, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,J,Jacobs Engineering Group Inc.,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,LHX,"L3Harris Technologies, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,L,Loews Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,--,LOS RIOS CA COMMUNTY COLLEGE DISTRICT,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,MKC,"McCormick & Company, Incorporated","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-16,MSCI,MSCI Inc,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,NWSA,News Corporation - Class A,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,NWS,News Corporation - Class B,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,NUE,Nucor Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-03,OTIS,Otis Worldwide Corporation,"$1,001 - $15,000",exchange
Hon. Gilbert Cisneros,2020-04-23,PHR,"Phreesia, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,PSA,Public Storage,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,PWR,"Quanta Services, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-03,RTX,Raytheon Technologies Corporation,"$1,001 - $15,000",exchange
Hon. Gilbert Cisneros,2020-04-07,RTX,Raytheon Technologies Corporation,"$1,001 - $15,000",exchange
Hon. Gilbert Cisneros,2020-04-29,RTX,Raytheon Technologies Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,O,Realty Income Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-09,SHW,Sherwin-Williams Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-23,SLGN,Silgan Holdings Inc.,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,SPG,"Simon Property Group, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-03,SSNC,"SS&C Technologies Holdings, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,SYF,Synchrony Financial,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-04-29,SYY,Sysco Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-28,AMTD,TD Ameritrade Holding Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-30,AMTD,TD Ameritrade Holding Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,BK,The bank of New York Mellon Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,TJX,"TJX Companies, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,TMUS,"T-Mobile US, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-08,TT,Trane Technologies plc,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-04-09,TT,Trane Technologies plc,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,TDG,Transdigm Group Incorporated,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,TFC,Truist Financial Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,TWTR,"Twitter, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,USB,U.S. Bancorp,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-15,UBER,"Uber Technologies, Inc.","$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-04-29,UPS,"United Parcel Service, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,VFC,V.F. Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,VTR,"Ventas, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,WBA,"Walgreens Boots Alliance, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-23,WDFC,WD-40 Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-04-29,WFC,Wells Fargo & Company,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-04-29,WELL,Welltower Inc.,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-17,AAGIY,"AIA Group, Ltd. Sponsored American Depository Receipt","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-06,ALNY,"Alnylam Pharmaceuticals, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-17,GOOG,Alphabet Inc. - Class C Capital Stock,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-30,GOOG,Alphabet Inc. - Class C Capital Stock,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-20,AAPL,Apple Inc.,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-13,ANET,"Arista Networks, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-09,BA,Boeing Company,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2020-04-02,BA,Boeing Company,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-09,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-14,BSX,Boston Scientific Corporation,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2020-04-13,CHGCY,Chugai Pharmaceutical Ltd Unsponsored ADR,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-30,FB,"Facebook, Inc. - Class A","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-03,HQY,"HealthEquity, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-17,ISRG,"Intuitive Surgical, Inc.","$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-13,KMTUY,Komatsu Ltd ord American Depositary Shares,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-27,LVS,Las Vegas Sands Corp.,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-13,LIN,Linde plc Ordinary Share,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-17,MA,Mastercard Incorporated,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-13,MSFT,Microsoft Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-13,RIO,Rio Tinto Plc,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-14,RIO,Rio Tinto Plc,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-14,RHHBY,Roche Holdings AG Basel American Depositary Shares,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2020-04-13,RDS.B,Royal Dutch Shell PLC Royal Dutch Shell PLC American Depositary Shares,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-13,SLB,Schlumberger N.V.,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2020-04-14,SBGSY,Schneider Electric SE Unsponsored ADR,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-30,SGEN,"Seattle Genetics, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-23,SNAP,Snap Inc. Class A,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-17,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-04-17,TSLA,"Tesla, Inc.","$1,001 - $15,000",sale_partial
Hon. Kurt Schrader,2020-11-25,APD,Air Products + chemicals,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2020-11-25,SCHW,Schwab Charles Corp,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2020-11-25,AMT,American Tower Corp,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2020-11-13,HD,Home Depot,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-13,DHR,Danaher Corp,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-23,XLV,Healthcare Select Spdr,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-23,C,Citigroup Inc.,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-09,MNP,Western Asset muni,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-09,BXMDX,Blackstone Alternative Multi-Strategy,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-09,XLK,Select Sector SPDR technology,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-09,VUG,Vanguard Growth ETF,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2020-11-30,IVW,I-shares S&P 500 Growth,"$15,001 - $50,000",sale_full
Hon. Kurt Schrader,2020-11-30,JEMWX,JP Morgan Emerging mkts,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2022-01-26,WFC,Well Fargo & Co - Bond maturity 2/13/2023 - interest 3.45%,"$15,001 - $50,000",sale_full
Hon. Kurt Schrader,2020-10-01,OWCIX,Old Westbury Credit Income Fund,"$50,001 - $100,000",purchase
Hon. Kurt Schrader,2020-10-01,OWLSX,Old Westbury Large Cap Strategies Fund,"$15,001 - $50,000",purchase
Hon. Kurt Schrader,2020-10-01,OWSOX,Old Westbury Multi-Asset Opps Fund,"$100,001 - $250,000",sale_full
Hon. Kurt Schrader,2020-10-02,LLY,Eli Lilly,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2020-10-02,AIG,American International Group,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2020-10-26,JFAMX,JPMorgan Emerging Markets Equity Fund Class A,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2020-10-26,LUMN,Lumen Technologies,"$15,001 - $50,000",sale_full
Hon. Kurt Schrader,2020-10-26,LLY,Eli Lilly,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2020-10-26,INTC,Intel Corporation,"$15,001 - $50,000",sale_full
Hon. Kurt Schrader,2020-10-26,CTXS,"Citrix Systems, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2020-05-15,AMD,"Advanced Micro Devices, Inc.","$1,001 - $15,000",sale_partial
