disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2021,04/09/2021,2021-03-11,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf,False
2021,04/09/2021,2021-03-19,self,MSFT,Microsoft Corporation - Exercised 150 call options (15K shares) expiring 3/19/2021 @ $130,purchase,"$1,000,001 - $5,000,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018539.pdf,False
2021,04/09/2021,2021-03-19,self,MSFT,Microsoft Corporation - Exercised 100 call options (10K shares) expiring 3/19/2021 @ $140,purchase,"$1,000,001 - $5,000,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018539.pdf,False
2022,01/10/2022,2021-12-02,joint,FB,Meta Platforms Inc -  Class A,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,False
2022,01/10/2022,2021-12-29,joint,FB,Meta Platforms Inc -  Class A,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,False
2022,01/10/2022,2021-12-06,joint,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,False
2020,04/16/2020,2020-03-18,--,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-30,--,NVDA,NVIDIA Corporation,sale_partial,"$1,001 - $15,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,False
2020,04/16/2020,2020-03-26,joint,AMZN,"Amazon.com, Inc.",purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
2020,04/16/2020,2020-03-26,joint,MSFT,Microsoft Corporation,purchase,"$250,001 - $500,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
2020,07/15/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
2020,07/15/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
2020,07/15/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
2021,03/09/2021,2021-02-10,,MSFT,Microsoft Corp,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
2022,02/07/2022,2022-01-05,,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
2020,07/20/2020,2020-06-11,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016983.pdf,False
2020,07/20/2020,2020-06-22,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016994.pdf,False
2020,07/20/2020,2020-06-22,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016994.pdf,False
2020,07/20/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016994.pdf,False
2020,07/20/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016994.pdf,False
2020,07/20/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016994.pdf,False
2020,07/20/2020,2020-06-22,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016995.pdf,False
2020,07/20/2020,2020-06-22,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016995.pdf,False
2020,07/20/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016995.pdf,False
2020,07/20/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016995.pdf,False
2020,07/20/2020,2020-06-18,self,AAPL,Apple Inc.,sale_full,"$1,000,001 - $5,000,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016961.pdf,False
2020,12/15/2020,2020-11-19,,AMZN,Amazon,purchase,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017860.pdf,False
2020,12/15/2020,2020-11-19,,AAPL,Apple,purchase,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017860.pdf,False
2020,05/31/2020,2020-05-01,joint,AMZN,"Amazon.com, Inc.",sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,False
2020,05/31/2020,2020-05-01,joint,AAPL,Apple Inc.,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,False
2020,05/31/2020,2020-05-07,joint,AAPL,Apple Inc.,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,False
2020,05/31/2020,2020-05-01,joint,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,False
2020,05/31/2020,2020-05-01,joint,NVDA,NVIDIA Corporation,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016686.pdf,False
2020,12/01/2020,2020-11-04,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,False
2020,12/01/2020,2020-11-17,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,False
2020,12/01/2020,2020-11-24,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,False
2020,12/01/2020,2020-11-17,joint,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,False
2020,12/01/2020,2020-11-04,joint,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017748.pdf,False
2021,07/14/2021,2021-06-25,joint,MSFT,Microsoft Inc,purchase,"$250,001 - $500,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf,False
2021,07/14/2021,2021-06-25,joint,MSFT,Microsoft Inc,purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf,False
2021,07/14/2021,2021-06-10,joint,MSFT,Microsoft Inc,purchase,"$1,001 - $15,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf,False
2020,08/10/2020,2020-07-23,joint,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017128.pdf,False
2020,08/10/2020,2020-07-14,joint,TSLA,"Tesla, Inc.",sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017128.pdf,False
2020,11/05/2020,2020-10-22,joint,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017648.pdf,False
2020,11/05/2020,2020-10-29,,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017632.pdf,False
2020,11/05/2020,2020-10-29,,AAPL,Apple Inc.,purchase,"$15,001 - $50,000",Hon. Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017632.pdf,False
2020,02/22/2020,2020-01-10,joint,AMZN,"Amazon.com, Inc.",purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,False
2020,02/22/2020,2020-01-14,joint,AAPL,Apple Inc.,purchase,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,False
2020,02/22/2020,2020-01-28,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,False
2020,02/22/2020,2020-01-09,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,False
2020,02/22/2020,2020-01-24,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,False
2020,02/22/2020,2020-01-10,joint,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016099.pdf,False
2020,02/22/2020,2020-02-19,joint,AMZN,"Amazon.com, Inc.",purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf,False
2020,02/22/2020,2020-02-18,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf,False
2020,02/22/2020,2020-02-14,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016101.pdf,False
2020,03/24/2020,2020-03-19,self,RUN,Sunrun Inc.,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016296.pdf,False
2020,03/24/2020,2020-03-17,self,RUN,Sunrun Inc.,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016296.pdf,False
2020,03/24/2020,2020-03-18,self,RUN,Sunrun Inc.,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016296.pdf,False
2020,03/24/2020,2020-03-19,self,RUN,Sunrun Inc.,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016297.pdf,False
2020,03/24/2020,2020-03-17,self,RUN,Sunrun Inc.,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016297.pdf,False
2020,03/24/2020,2020-03-18,self,RUN,Sunrun Inc.,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016297.pdf,False
2022,06/03/2022,2022-05-13,self,AAPL,Apple Inc - 100 Call options strike of $80 expires 3/17/23,purchase,"$500,001 - $1,000,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf,False
2022,06/03/2022,2022-05-24,self,AAPL,Apple Inc - 50 Call options strike of $80 expires 6/16/23,purchase,"$250,001 - $500,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf,False
2022,06/03/2022,2022-05-24,self,MSFT,Microsoft Corporation - 10 Call options strike of $180 expires 6/16/23,purchase,"$50,001 - $100,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf,False
2022,06/03/2022,2022-05-24,self,MSFT,Microsoft Corporation - 40 Call options strike of $180 expires 6/16/23,purchase,"$250,001 - $500,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf,False
2020,04/11/2020,2020-03-17,,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-05,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-23,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-20,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-17,joint,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-20,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-20,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-20,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-20,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-12,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,sale_full,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-06,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-24,,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,04/11/2020,2020-03-17,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,False
2020,08/09/2020,2020-07-14,joint,AMZN,"Amazon.com, Inc.",sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,False
2020,08/09/2020,2020-07-14,joint,AAPL,Apple Inc.,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,False
2020,08/09/2020,2020-07-14,joint,MSFT,Microsoft Corporation,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,False
2020,08/09/2020,2020-07-14,joint,NVDA,NVIDIA Corporation,sale_full,"$15,001 - $50,000",Hon. Donald Sternoff Beyer,VA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf,False
2022,04/12/2022,2022-03-10,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf,False
2022,04/12/2022,2022-04-06,self,NVDA,NVIDIA Corporation,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020782.pdf,False
2020,03/11/2020,2020-02-27,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016229.pdf,False
2020,03/11/2020,2020-02-25,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016229.pdf,False
2020,03/11/2020,2020-02-26,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016229.pdf,False
2021,08/09/2021,2021-07-28,joint,AAPL,Apple Inc,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019257.pdf,False
2021,08/09/2021,2021-07-28,joint,NVDA,NVIDIA Corporation,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019257.pdf,False
2021,03/05/2021,2021-02-23,self,FB,Facebook - Class A,sale_full,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018336.pdf,False
2020,09/04/2020,2020-08-25,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017306.pdf,False
2020,09/04/2020,2020-08-26,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017306.pdf,False
2020,09/04/2020,2020-08-26,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017306.pdf,False
2020,09/04/2020,2020-08-25,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017307.pdf,False
