ticker,date,price
AAPL,2022-06-09,147.9600067138672
AMZN,2022-06-09,121.18000030517578
FB,2022-06-09,196.63999938964844
MSFT,2022-06-09,270.4100036621094
NTAP,2022-06-09,70.08000183105469
RUN,2022-06-09,27.6299991607666
TSLA,2022-06-09,725.5999755859375
